n,base_rate,pr_auc,pr_auc_lift,roc_auc,brier,precision@1%,recall@1%,f1@1%,n_flagged,threshold,f1_oracle,f1_oracle_threshold,f1_oracle_precision,f1_oracle_recall,arm,te_share_of_gain
118108,0.034409184813899145,0.5944931934210278,17.277165868250677,0.9110985482326617,0.02511670935520982,0.9187817258883249,0.2672244094488189,0.41402973694243234,1182,0.9640602005084538,0.5920994229915668,0.7152318953462123,0.7424860853432282,0.4923720472440945,"expanding, 30-day label lag (used)",0.005139040532798043
118108,0.034409184813899145,0.600350075413397,17.44737861883009,0.9181878848839113,0.02565647704365172,0.9196277495769881,0.2674704724409449,0.41441097979412883,1182,0.9655750509460255,0.5874186550976138,0.7079869327273475,0.7123816204840406,0.499753937007874,"expanding, zero lag (subtly leaky)",0.04648024371334739
118108,0.034409184813899145,0.6204736991459292,18.032211530198673,0.9262646883493234,0.024872166460030945,0.928087986463621,0.26993110236220474,0.4182234083110942,1182,0.9700725546767546,0.6063348416289591,0.6913428335202665,0.7127659574468085,0.5275590551181102,full-dataset target encoding (leaky),0.07172000538648675
