cluster,n,fraud_rate,lift_vs_base
5,4853,0.4079950546053987,11.660330036619666
1,66615,0.09535389927193574,2.725175031507958
2,1661,0.027092113184828417,0.7742813976754863
0,508656,0.024079141895505016,0.6881719234850473
3,8670,0.004382929642445213,0.12526231772005983
4,85,0.0,0.0
