n,base_rate,pr_auc,pr_auc_lift,roc_auc,brier,precision@1%,recall@1%,f1@1%,n_flagged,threshold,f1_oracle,f1_oracle_threshold,f1_oracle_precision,f1_oracle_recall,split
118108,0.034409184813899145,0.5944931934210278,17.277165868250677,0.9110985482326617,0.02511670935520982,0.9187817258883249,0.2672244094488189,0.41402973694243234,1182,0.9640602005084538,0.5920994229915668,0.7152318953462122,0.7424860853432282,0.4923720472440945,chronological (correct)
118108,0.03548447183933349,0.855738295403208,24.115852682768338,0.9744115229616865,0.017319644107570645,0.9957698815566836,0.28083989501312334,0.4381165084682672,1182,0.992164634147188,0.8127995854385283,0.7608367557352353,0.889172335600907,0.7485087091386304,random shuffled (leaky)
