epoch,train_loss,valid_loss,valid_pr_auc,config,best_epoch
27,0.328249004267132,1.374436378479004,0.5600557641326748,dropout 0.5 + wd 1e-3,28
28,0.3177211597313013,1.3172246217727661,0.5711888669829422,dropout 0.5 + wd 1e-3,28
29,0.3133879437132509,1.5956729650497437,0.5684912863510024,dropout 0.5 + wd 1e-3,28
0,1.0599276643354416,0.952191948890686,0.43346078855046816,lr=0.0001,26
1,0.9030072118175392,0.8908754587173462,0.4783407947654688,lr=0.0001,26
2,0.8368417040521371,0.8544604778289795,0.49714846857265194,lr=0.0001,26
3,0.7953177236141191,0.8410547375679016,0.5084766332608505,lr=0.0001,26
4,0.7649912707955712,0.8286314010620117,0.514686322147452,lr=0.0001,26
5,0.7395243596966325,0.8091546297073364,0.5255489898146563,lr=0.0001,26
6,0.7171693771096953,0.8002751469612122,0.5305439098043144,lr=0.0001,26
7,0.6912887409784594,0.7971869707107544,0.5355021575078043,lr=0.0001,26
8,0.6721713499786658,0.7911527156829834,0.5374789154150689,lr=0.0001,26
9,0.6558473250569522,0.7892763018608093,0.5407823266952337,lr=0.0001,26
10,0.6388157821934224,0.7815915942192078,0.5469144261362667,lr=0.0001,26
11,0.6211826665971067,0.7839210629463196,0.5443521755405623,lr=0.0001,26
12,0.6012827221204274,0.7826783657073975,0.5433431543346211,lr=0.0001,26
13,0.590327193366867,0.7759020328521729,0.5512001171321244,lr=0.0001,26
14,0.5732052269503689,0.7839619517326355,0.5527026206150691,lr=0.0001,26
15,0.5617222481445118,0.8035080432891846,0.5480264814341539,lr=0.0001,26
16,0.5473391082053475,0.7954449653625488,0.5446583278702011,lr=0.0001,26
17,0.5354506573835752,0.8108544945716858,0.5556586022648956,lr=0.0001,26
18,0.5246011711715677,0.8047425150871277,0.5504774718666513,lr=0.0001,26
19,0.5133515825500982,0.8001796007156372,0.5554761240428873,lr=0.0001,26
20,0.5047257765220331,0.7987575531005859,0.5534050339567739,lr=0.0001,26
21,0.49150497824901535,0.8282027840614319,0.5582597349866556,lr=0.0001,26
22,0.48355063867458026,0.8246384263038635,0.5561149572483889,lr=0.0001,26
23,0.47138564804528965,0.8242912888526917,0.5561874424966305,lr=0.0001,26
24,0.46675807460877217,0.8471574783325195,0.5559236872184191,lr=0.0001,26
25,0.4576950435008683,0.8532015681266785,0.5537283770028876,lr=0.0001,26
26,0.4484742335366208,0.8389453291893005,0.5615215718009757,lr=0.0001,26
27,0.4404330688468777,0.858410656452179,0.5572024777728092,lr=0.0001,26
28,0.42616831633085595,0.8780583143234253,0.5555852584616037,lr=0.0001,26
29,0.42574494576292105,0.9204633831977844,0.5500526108067211,lr=0.0001,26
0,0.8808208480573092,0.8720338940620422,0.49070913066904864,lr=0.001,24
1,0.7443443435524364,0.842499315738678,0.5060853197209879,lr=0.001,24
2,0.68454355965918,0.8056187629699707,0.5280328129698335,lr=0.001,24
3,0.633726422019044,0.785183310508728,0.5362885720360937,lr=0.001,24
4,0.5874196711964915,0.8155823945999146,0.5402126499657532,lr=0.001,24
5,0.5455360117588774,0.8813202977180481,0.5301832917439274,lr=0.001,24
6,0.5152055251963652,0.9042397737503052,0.5487840583319356,lr=0.001,24
7,0.48647865576127636,0.9082626104354858,0.5625964608713934,lr=0.001,24
8,0.4540029725184269,0.913330614566803,0.5567741038411993,lr=0.001,24
9,0.43150311854882856,1.050938606262207,0.5590769808013374,lr=0.001,24
10,0.41704201128742413,1.0601383447647095,0.5655612144407546,lr=0.001,24
11,0.39128933381438274,1.0947881937026978,0.5596325260890025,lr=0.001,24
12,0.3706368588248861,1.1338222026824951,0.5571939045954601,lr=0.001,24
13,0.36177853495037765,1.0675575733184814,0.5553870019469339,lr=0.001,24
14,0.3484639019850324,1.2344661951065063,0.5605891680240896,lr=0.001,24
15,0.34222378709266266,1.5275907516479492,0.5464738855228902,lr=0.001,24
16,0.3207413745379013,1.362379789352417,0.5597910627811951,lr=0.001,24
17,0.30441493643654177,1.3471571207046509,0.565701944884404,lr=0.001,24
18,0.296808824667201,1.4077128171920776,0.5639666377836373,lr=0.001,24
19,0.29143782439012383,1.3063846826553345,0.5674311554467764,lr=0.001,24
20,0.28309515364106597,1.3718931674957275,0.5572027169683177,lr=0.001,24
21,0.27564807509302197,1.637321949005127,0.5739410143361675,lr=0.001,24
22,0.2563241096023313,1.5532281398773193,0.5790068768885326,lr=0.001,24
23,0.25661244093692015,1.6329702138900757,0.5762921954302841,lr=0.001,24
24,0.24546310754673356,1.7786071300506592,0.5802976781046822,lr=0.001,24
25,0.238000422550738,1.848443627357483,0.5686430984254861,lr=0.001,24
26,0.2359182793635639,1.7478712797164917,0.5697567780243538,lr=0.001,24
27,0.2256834023491654,1.702626347541809,0.5717528857568058,lr=0.001,24
28,0.22074873877907475,1.7318845987319946,0.564482223176759,lr=0.001,24
29,0.2093847672501317,2.0693492889404297,0.5774815720282442,lr=0.001,24
0,0.867495356155619,0.8626195192337036,0.4763401767345115,lr=0.003,22
1,0.7195857882804308,0.8202458024024963,0.5161166564656566,lr=0.003,22
2,0.635270291517402,0.8233658671379089,0.5277847766603193,lr=0.003,22
3,0.5659019819047676,0.8835521936416626,0.511157916908837,lr=0.003,22
4,0.518812591475532,0.9462475776672363,0.5250338095845763,lr=0.003,22
5,0.46963168625581564,1.0279858112335205,0.51792005221037,lr=0.003,22
6,0.43625839994306853,1.1499803066253662,0.5252307481820282,lr=0.003,22
7,0.4105200454782483,1.0982450246810913,0.5401548571737911,lr=0.003,22
8,0.3760235958031127,1.1807831525802612,0.5331937908387743,lr=0.003,22
9,0.37024880252648745,1.3487601280212402,0.5493602194859087,lr=0.003,22
10,0.3399824988473991,1.3254002332687378,0.5554704169221828,lr=0.003,22
11,0.3190503150013939,1.4653661251068115,0.5604179431399193,lr=0.003,22
12,0.2980337569715252,1.7670526504516602,0.5535336122917629,lr=0.003,22
13,0.2918117117322691,1.7088418006896973,0.5688952502899828,lr=0.003,22
14,0.27735545078885715,1.9799299240112305,0.5547122370175621,lr=0.003,22
15,0.26292528950947686,1.9900310039520264,0.5548363385092915,lr=0.003,22
16,0.2578147012324728,1.9401602745056152,0.5496133809041457,lr=0.003,22
17,0.2465063878804512,2.1298677921295166,0.5600130761946471,lr=0.003,22
18,0.24174116370349377,1.993139624595642,0.5587527201113851,lr=0.003,22
19,0.2226574483029554,2.3899972438812256,0.5684859771203212,lr=0.003,22
20,0.2187757567539807,2.1536715030670166,0.5727357458299396,lr=0.003,22
21,0.217768800532168,2.144644021987915,0.5604080377103655,lr=0.003,22
22,0.2046282970605293,2.3468968868255615,0.5738249812281913,lr=0.003,22
23,0.20456281161908674,2.2728443145751953,0.5703717002710595,lr=0.003,22
24,0.1949905764186251,2.429987907409668,0.5706412330976575,lr=0.003,22
25,0.1891792706685985,2.3900797367095947,0.5627778436005277,lr=0.003,22
26,0.18294325402719394,2.518402099609375,0.5703173135175719,lr=0.003,22
27,0.17593934359576854,2.654341697692871,0.5602442923794426,lr=0.003,22
28,0.17424654784783072,2.5350184440612793,0.570387037549527,lr=0.003,22
29,0.1603331255007615,3.2193102836608887,0.5642484574396928,lr=0.003,22
0,0.9311470213353389,0.8741438984870911,0.47155513468135535,"width=(64, 32)",13
1,0.8085424389109529,0.8323230147361755,0.49239068426495647,"width=(64, 32)",13
2,0.7500006716987182,0.8335359692573547,0.512650206042902,"width=(64, 32)",13
3,0.7105888376092582,0.7959223985671997,0.5222575172599362,"width=(64, 32)",13
4,0.6759519114909979,0.7911361455917358,0.5356378229666252,"width=(64, 32)",13
5,0.6429612823842965,0.8343046307563782,0.5341530531242162,"width=(64, 32)",13
6,0.6164025964273998,0.8239303231239319,0.5273046337395496,"width=(64, 32)",13
7,0.5912808379074456,0.8230964541435242,0.5475332154257163,"width=(64, 32)",13
8,0.5705804321208354,0.831063449382782,0.5443774322699758,"width=(64, 32)",13
9,0.5452170010902879,0.8343636393547058,0.5546567873165775,"width=(64, 32)",13
10,0.5282501412268136,0.9151404500007629,0.5426845263780319,"width=(64, 32)",13
11,0.5085745745950192,0.8824966549873352,0.5476842466157338,"width=(64, 32)",13
12,0.49695736598469376,0.9234592914581299,0.5483269743138338,"width=(64, 32)",13
13,0.48248823878672414,0.9121758937835693,0.5584298514865934,"width=(64, 32)",13
14,0.47051809516664733,0.9698116779327393,0.5493861184692564,"width=(64, 32)",13
15,0.4571331329352474,0.968300998210907,0.551659459513962,"width=(64, 32)",13
16,0.4434832646175083,0.9320175051689148,0.5523051316680113,"width=(64, 32)",13
17,0.43994625102478857,1.0652780532836914,0.5482523030265106,"width=(64, 32)",13
18,0.42618059701921784,1.0270692110061646,0.5503899762929891,"width=(64, 32)",13
19,0.4143339942433166,1.1824122667312622,0.5479872351603717,"width=(64, 32)",13
20,0.40394663082655036,1.1243852376937866,0.5524202633106398,"width=(64, 32)",13
21,0.3910168675683071,1.1403924226760864,0.552191685479235,"width=(64, 32)",13
22,0.3902117246193086,1.2207486629486084,0.5472895564123446,"width=(64, 32)",13
23,0.3835191653029245,1.2003731727600098,0.5518000054921988,"width=(64, 32)",13
24,0.3746289333419094,1.1548433303833008,0.5524979827526275,"width=(64, 32)",13
25,0.3652253930331375,1.3392565250396729,0.5495578713693507,"width=(64, 32)",13
26,0.3635523459816292,1.3373875617980957,0.5538859150884055,"width=(64, 32)",13
27,0.3599769199567073,1.355477213859558,0.5474600699129691,"width=(64, 32)",13
28,0.3455512997378255,1.3328416347503662,0.5454338468045379,"width=(64, 32)",13
29,0.34572412618290693,1.5260467529296875,0.5469832402742604,"width=(64, 32)",13
0,0.8808208480573092,0.8720338940620422,0.49070913066904864,"width=(256, 128)",24
1,0.7443443435524364,0.842499315738678,0.5060853197209879,"width=(256, 128)",24
2,0.68454355965918,0.8056187629699707,0.5280328129698335,"width=(256, 128)",24
3,0.633726422019044,0.785183310508728,0.5362885720360937,"width=(256, 128)",24
4,0.5874196711964915,0.8155823945999146,0.5402126499657532,"width=(256, 128)",24
5,0.5455360117588774,0.8813202977180481,0.5301832917439274,"width=(256, 128)",24
6,0.5152055251963652,0.9042397737503052,0.5487840583319356,"width=(256, 128)",24
7,0.48647865576127636,0.9082626104354858,0.5625964608713934,"width=(256, 128)",24
8,0.4540029725184269,0.913330614566803,0.5567741038411993,"width=(256, 128)",24
9,0.43150311854882856,1.050938606262207,0.5590769808013374,"width=(256, 128)",24
10,0.41704201128742413,1.0601383447647095,0.5655612144407546,"width=(256, 128)",24
11,0.39128933381438274,1.0947881937026978,0.5596325260890025,"width=(256, 128)",24
12,0.3706368588248861,1.1338222026824951,0.5571939045954601,"width=(256, 128)",24
13,0.36177853495037765,1.0675575733184814,0.5553870019469339,"width=(256, 128)",24
14,0.3484639019850324,1.2344661951065063,0.5605891680240896,"width=(256, 128)",24
15,0.34222378709266266,1.5275907516479492,0.5464738855228902,"width=(256, 128)",24
16,0.3207413745379013,1.362379789352417,0.5597910627811951,"width=(256, 128)",24
17,0.30441493643654177,1.3471571207046509,0.565701944884404,"width=(256, 128)",24
18,0.296808824667201,1.4077128171920776,0.5639666377836373,"width=(256, 128)",24
19,0.29143782439012383,1.3063846826553345,0.5674311554467764,"width=(256, 128)",24
20,0.28309515364106597,1.3718931674957275,0.5572027169683177,"width=(256, 128)",24
21,0.27564807509302197,1.637321949005127,0.5739410143361675,"width=(256, 128)",24
22,0.2563241096023313,1.5532281398773193,0.5790068768885326,"width=(256, 128)",24
23,0.25661244093692015,1.6329702138900757,0.5762921954302841,"width=(256, 128)",24
24,0.24546310754673356,1.7786071300506592,0.5802976781046822,"width=(256, 128)",24
25,0.238000422550738,1.848443627357483,0.5686430984254861,"width=(256, 128)",24
26,0.2359182793635639,1.7478712797164917,0.5697567780243538,"width=(256, 128)",24
27,0.2256834023491654,1.702626347541809,0.5717528857568058,"width=(256, 128)",24
28,0.22074873877907475,1.7318845987319946,0.564482223176759,"width=(256, 128)",24
29,0.2093847672501317,2.0693492889404297,0.5774815720282442,"width=(256, 128)",24
0,0.8508431274326475,0.8266663551330566,0.5047715942695437,"width=(512, 256)",17
1,0.7210624715327802,0.8191173076629639,0.5096107632399336,"width=(512, 256)",17
2,0.6578603392467083,0.8027986288070679,0.5144123921189807,"width=(512, 256)",17
3,0.5993399915861389,0.8087001442909241,0.5033200066905992,"width=(512, 256)",17
4,0.5587146992141029,0.8226187229156494,0.5303412981396115,"width=(512, 256)",17
5,0.5125184018183742,0.9574523568153381,0.5450188386135056,"width=(512, 256)",17
6,0.4755983709734278,0.9273191094398499,0.5515702430056801,"width=(512, 256)",17
7,0.4446481207586764,0.8918652534484863,0.5530365423479167,"width=(512, 256)",17
8,0.43020361506318866,0.951399564743042,0.5549152582148253,"width=(512, 256)",17
9,0.3926073515551511,1.0706995725631714,0.5545170351593641,"width=(512, 256)",17
10,0.37317351919920133,1.1580705642700195,0.5728558354699973,"width=(512, 256)",17
11,0.3557118448629048,1.3557226657867432,0.5518005368549038,"width=(512, 256)",17
12,0.32974671974799447,1.5561951398849487,0.5502221572032283,"width=(512, 256)",17
13,0.31156219553063463,1.3271955251693726,0.5592683153978524,"width=(512, 256)",17
14,0.2964833465535527,1.2919552326202393,0.5503380461193396,"width=(512, 256)",17
15,0.2854839592159672,1.2691611051559448,0.5442550398308916,"width=(512, 256)",17
16,0.2763368963369827,1.451109528541565,0.5690401602284223,"width=(512, 256)",17
17,0.2649306660677198,1.3757961988449097,0.5794149271611403,"width=(512, 256)",17
18,0.25795324905927336,1.4852476119995117,0.5775045587111973,"width=(512, 256)",17
19,0.23943058942266224,1.5981501340866089,0.5671189655681416,"width=(512, 256)",17
20,0.22597860385607207,1.818424940109253,0.5726843246366815,"width=(512, 256)",17
21,0.22151815063192276,1.6743662357330322,0.576695806752317,"width=(512, 256)",17
22,0.20895399008465418,1.7759714126586914,0.5640865069810437,"width=(512, 256)",17
23,0.20521618602520472,2.164742946624756,0.5532215153817194,"width=(512, 256)",17
24,0.20669943771610017,1.9626736640930176,0.5719667759897785,"width=(512, 256)",17
25,0.18680184191554794,1.798911213874817,0.5506146506540457,"width=(512, 256)",17
26,0.1789016395041493,2.123934030532837,0.5739000443050035,"width=(512, 256)",17
27,0.17242518695844994,2.2038819789886475,0.5626454209632364,"width=(512, 256)",17
28,0.17794665102450657,2.1205894947052,0.5615639450296251,"width=(512, 256)",17
29,0.16547340069296976,2.3529624938964844,0.5647487209050075,"width=(512, 256)",17
