n,base_rate,pr_auc,pr_auc_lift,roc_auc,brier,precision@1%,recall@1%,f1@1%,n_flagged,threshold,f1_oracle,f1_oracle_threshold,f1_oracle_precision,f1_oracle_recall,arm
118108,0.034409184813899145,0.2450797212601034,7.12250878902271,0.8459698110112632,0.17281047999858856,0.31868131868131866,0.09276574803149606,0.1437011625690871,1183,0.9997560381889343,0.33333333333333337,0.9167013764381409,0.3028962188254224,0.3705708661417323,fitted on train only (correct)
118108,0.034409184813899145,0.19205867878521352,5.581610835128936,0.8448591228309588,0.17320683598518372,0.060534591194968554,0.01894685039370079,0.028860569715142427,1272,1.0,0.33417443773998895,0.9141719341278076,0.3015244506038408,0.374753937007874,fitted on train+test (leaky)
